<trainsetNo>1</trainsetNo><version>version1</version><modversion>test</modversion><file>logWordPrior</file>
0	-5.1988497
1	-1.7127116
2	-4.938123
3	-6.651102
4	-3.7162786
5	-2.762999
6	-2.0468414
7	-1.86134
8	-3.6418254
9	-2.9644978
10	-4.2206836
11	-3.8505
12	-4.1145234
13	-3.030404
14	-3.5077336
15	-4.87461
16	-5.041664
17	-3.8616114
18	-5.3354254
19	-7.950385
20	-3.3352644
21	-4.1738
22	-3.5809371
23	-5.1988497
24	-2.848488
25	-2.64708
26	-2.4936404
27	-4.583089
28	-2.8689806
29	-2.4436994
30	-3.7657936
31	-4.474286
32	-3.9310033
33	-2.5735645
34	-3.1061978
35	-6.484048
36	-2.5492103
37	-1.7075135
38	-2.5582736
39	-2.5735645
40	-4.97146
41	-4.6301565
42	-4.583089
43	-4.938123
44	-3.5979588
45	-3.0111263
46	-4.0722637
47	-4.236813
48	-3.5979588
49	-3.8957057
50	-3.539609
51	-7.103087
52	-5.287797
53	-3.539609
54	-3.396508
55	-5.242335
56	-3.8957057
57	-2.0689213
58	-4.0185595
59	-5.493649
60	-4.0861526
61	-3.9430518
62	-5.0059457
63	-7.103087
64	-3.7657936
65	-6.340947
66	-4.7051916
67	-6.215784
68	-5.8301215
69	-4.814891
70	-5.61501
71	-3.5315442
72	-5.3354254
73	-6.484048
74	-5.913503
75	-5.913503
76	-6.851773
77	-6.851773
78	-6.340947
79	-9.048997
80	-4.606346
81	-4.236813
82	-3.8616114
83	-4.1891847
84	-5.0787053
85	-5.4380794
86	-6.851773
87	-2.537252
88	-4.7863173
89	-5.61501
90	-4.758538
91	-3.2348666
92	-5.8301215
93	-4.606346
94	-3.980093
95	-6.215784
96	-3.3825705
97	-3.0751877
98	-4.3216095
99	-3.2229972
100	-3.5315442
101	-3.396508
102	-3.980093
103	-5.157177
104	-2.212738
105	-2.5195785
106	-6.215784
107	-5.041664
108	-4.97146
109	-4.3576493
110	-4.814891
111	-6.104558
112	-3.1601193
113	-4.2698736
114	-3.1939254
115	-4.20481
116	-4.3216095
117	-4.1891847
118	-5.242335
119	-1.7431371
120	-5.3854356
121	-5.5524898
122	-3.8957057
123	-4.1290164
124	-2.5022118
125	-3.6240473
126	-3.0451102
127	-5.157177
128	-3.030404
129	-5.1988497
130	-2.2702124
131	-5.493649
132	-4.0585647
133	-2.5766509
134	-2.2063138
135	-3.6508346
136	-3.6240473
137	-5.0059457
138	-2.8126276
139	-4.158648
140	-5.287797
141	-4.814891
142	-4.679549
143	-5.041664
144	-5.3854356
145	-4.6301565
146	-2.5828526
147	-5.3854356
148	-4.4538774
149	-4.560361
150	-1.665629
151	-5.681701
152	-4.3216095
153	-4.679549
154	-2.6437688
155	-6.215784
156	-5.5524898
157	-5.61501
158	-2.5922275
159	-7.950385
160	-3.4322262
161	-5.7531605
162	-5.3354254
163	-7.4395595
164	-3.095754
165	-3.0500607
166	-5.0059457
167	-3.6418254
168	-3.6418254
169	-5.3854356
170	-5.7531605
171	-6.215784
172	-3.8286414
