<trainsetNo>1</trainsetNo><version>version1</version><modversion>test</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	9
2	131
3	147
4	150
5	191
6	251
7	337
8	442
9	473
10	521
11	550
12	570
13	584
14	621
15	644
16	654
17	670
18	704
19	717
20	718
21	761
22	779
23	819
24	827
25	857
26	902
27	962
28	975
29	1023
30	1092
31	1116
32	1127
33	1146
34	1219
35	1264
36	1266
37	1354
38	1450
39	1522
40	1593
41	1609
42	1632
43	1652
44	1669
45	1703
46	1756
47	1782
48	1804
49	1829
50	1848
51	1872
52	1873
53	1881
54	1905
55	1937
56	1949
57	1954
58	2035
59	2051
60	2059
61	2073
62	2097
63	2109
64	2111
65	2129
66	2133
67	2144
68	2148
69	2154
70	2171
71	2178
72	2213
73	2221
74	2225
75	2230
76	2239
77	2242
78	2244
79	2247
80	2247
81	2265
82	2286
83	2306
84	2323
85	2330
86	2336
87	2340
88	2405
89	2411
90	2422
91	2438
92	2491
93	2494
94	2499
95	2509
96	2511
97	2534
98	2563
99	2585
100	2603
101	2621
102	2655
103	2667
104	2681
105	2769
106	2809
107	2814
108	2825
109	2840
110	2852
111	2859
112	2863
113	2902
114	2921
115	2974
116	2988
117	2998
118	3010
119	3022
120	3150
121	3160
122	3169
123	3184
124	3220
125	3273
126	3306
127	3344
128	3355
129	3400
130	3414
131	3518
132	3530
133	3548
134	3606
135	3690
136	3741
137	3768
138	3779
139	3838
140	3853
141	3859
142	3865
143	3884
144	3898
145	3911
146	3932
147	4021
148	4025
149	4037
150	4063
151	4158
152	4163
153	4173
154	4181
155	4253
156	4254
157	4263
158	4270
159	4337
160	4338
161	4383
162	4386
163	4394
164	4396
165	4457
166	4506
167	4522
168	4572
169	4589
170	4600
171	4609
172	4611
173	4648
174	4677
175	4687
176	4709
177	4759
178	4772
179	4830
180	4840
181	4864
182	4882
183	4938
184	4951
185	4971
186	4981
187	5010
188	5012
189	5024
190	5039
191	5077
192	5080
193	5112
194	5128
195	5147
196	5152
197	5159
198	5176
199	5187
200	5204
201	5215
202	5229
203	5240
204	5256
205	5257
206	5260
207	5263
208	5264
209	5270
210	5284
211	5287
212	5291
213	5302
214	5316
215	5327
216	5336
217	5347
218	5379
219	5384
220	5392
221	5401
222	5409
223	5411
224	5416
225	5444
226	5447
227	5461
228	5464
229	5507
230	5552
231	5598
232	5613
233	5620
234	5631
235	5637
236	5648
237	5655
238	5665
239	5692
240	5698
241	5708
242	5735
243	5747
244	5760
245	5769
246	5798
247	5822
248	5834
249	5837
250	5850
251	5854
252	5868
253	5900
254	5918
255	5937
256	5945
257	5970
258	5998
259	6012
260	6031
261	6036
262	6039
263	6044
264	6045
265	6050
266	6055
267	6060
268	6073
269	6081
270	6081
271	6094
272	6095
273	6100
274	6105
275	6111
276	6113
277	6124
278	6130
279	6143
280	6160
281	6168
282	6179
283	6180
284	6181
285	6191
286	6215
287	6226
288	6245
289	6251
290	6256
291	6267
292	6270
293	6278
294	6283
295	6289
296	6293
297	6303
298	6312
299	6313
300	6318
301	6330
302	6341
303	6351
304	6353
305	6358
306	6363
307	6372
308	6372
309	6378
310	6383
311	6388
312	6390
313	6391
314	6405
315	6408
316	6410
317	6410
318	6410
319	6410
320	6410
321	6435
322	6453
323	6499
324	6503
325	6504
326	6521
327	6527
328	6547
329	6552
330	6565
331	6565
332	6576
333	6586
334	6593
335	6617
336	6619
337	6622
338	6629
339	6633
340	6635
341	6652
342	6656
343	6664
344	6665
345	6668
346	6670
347	6673
348	6675
349	6700
350	6740
351	6744
352	6761
353	6775
354	6792
355	6807
356	6809
357	6816
358	6836
359	6840
360	6845
361	6863
362	6906
363	6911
364	6933
365	6975
366	7040
367	7075
368	7095
369	7104
370	7108
371	7114
372	7114
373	7121
374	7135
375	7152
376	7157
377	7160
378	7172
379	7175
380	7179
381	7180
382	7182
383	7186
384	7187
385	7196
386	7203
387	7232
388	7239
389	7245
390	7269
391	7280
392	7297
393	7300
394	7308
395	7314
396	7329
397	7336
398	7346
399	7357
400	7368
401	7381
402	7382
403	7401
404	7402
405	7428
406	7431
407	7462
408	7462
409	7471
410	7472
411	7482
412	7483
413	7493
414	7500
415	7510
416	7514
417	7600
418	7613
419	7632
420	7635
421	7652
422	7679
423	7693
424	7705
425	7705
426	7707
427	7710
428	7713
429	7722
430	7732
431	7735
432	7738
433	7749
434	7754
435	7765
436	7765
437	7772
438	7777
439	7817
440	7823
441	7824
442	7829
443	7834
444	7838
445	7842
446	7845
447	7852
448	7853
449	7881
450	7909
451	7942
452	7952
453	7954
454	7986
455	7989
456	8011
457	8017
458	8034
459	8049
460	8094
461	8101
462	8113
463	8114
464	8123
465	8130
466	8139
467	8147
468	8148
469	8167
470	8179
471	8193
472	8199
473	8203
474	8220
475	8233
476	8240
477	8278
478	8333
479	8348
480	8410
481	8429
482	8431
483	8437
484	8442
485	8451
486	8466
487	8477
488	8491
489	8514
490	8580
491	8589
492	8657
493	8690
494	8748
495	8790
496	8867
497	8904
498	8957
499	8989
500	8998
501	9020
502	9060
503	9088
504	9097
505	9113
506	9150
507	9160
508	9172
509	9176
510	9191
511	9194
512	9194
513	9217
514	9285
515	9298
516	9316
517	9318
518	9353
519	9377
520	9402
521	9449
522	9471
523	9653
524	9720
525	9734
526	9762
